idx,x,y,class
164,-2.9492993731348434,1.5553089642839848,3
165,-3.5300322663493104,0.8825267962042378,3
166,-2.40611054047855,2.5923561750423976,3
167,-2.9290847269674534,1.2744469479044835,3
168,-2.1814127788126187,2.077537312734515,3
169,-2.3809277871356365,2.58866743241859,3
170,-3.2116172150412465,-0.2512491044255893,3
171,-3.6779187209738144,0.8477478441497652,3
172,-2.465555798040447,2.1937983036540945,3
173,-3.3705241454428583,2.216289139861138,3
174,-2.6019558512247354,1.7572293509792756,3
175,-2.677839460864499,2.7608991316745475,3
176,-2.3870170912797173,2.2973466797128204,3
177,-3.2087581641980187,2.7689195660475745,3
